template,entry_id,mechanism_id
[C&D2&v4&H1&0*&!R&z1:1]=[C&D2&v4&H1&0*&!R&z0:2]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4].[C&D3&v4&H0&0*&R&z0:5]1=[C&D2&v4&H1&0*&R&z1:6]-[N&D3&v3&H0&0*&R:7]-[C&D2&v4&H1&0*&R&z1:8]=[C&D2&v4&H1&0*&R&z0:9]-[C&D2&v4&H2&0*&R&z0:10]-1>>[C&D2&v4&H2&0*&!R&z1:1]-[C&D2&v4&H2&0*&!R&z0:2]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4].[c&D3&v4&H0&0*&R&z0:5]1:[c&D2&v4&H1&0*&R&z0:10]:[c&D2&v4&H1&0*&R&z0:9]:[c&D2&v4&H1&0*&R&z1:8]:[n&D3&v4&H0&+&R:7]:[c&D2&v4&H1&0*&R&z1:6]:1,[620],[1]
[C&D1&v4&H3&0*&!R&z1:1]-[S&D3&v3&H0&+&!R:2].[O&D1&v2&H1&0*&!R:3]>>[C&D1&v4&H3&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:3].[S&D2&v2&H0&0*&!R:2],[621],[1]
[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[S&D2&v2&H0&0*&!R:3].[O&D1&v2&H1&0*&!R:4]>>[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[O&D2&v2&H0&0*&!R:4].[S&D1&v2&H1&0*&!R:3],[629],[1]
[O&D0&v2&H2&0*&!R:1].[O&D1&v2&H0&0*&!R:2]=[C&D3&v4&H0&0*&R&z2:3]-[N&D2&v3&H1&0*&R:4]>>([C&D3&v4&H0&0*&!R&z2:3](=[O&D1&v2&H0&0*&!R:2])-[O&D1&v2&H1&0*&!R:1].[N&D1&v3&H2&0*&!R:4]),[630],[1]
[C&D3&v4&H1&0*&!R&z1:1](-[C&D2&v4&H2&0*&!R&z1:2]-[S&D1&v2&H1&0*&!R:3])-[C&D3&v4&H0&0*&!R&z2:4]-[O&D1&v2&H1&0*&!R:5]>>[C&D2&v4&H2&0*&!R&z1:1]-[C&D2&v4&H2&0*&!R&z1:2]-[S&D1&v2&H1&0*&!R:3].[O&D1&v2&H0&0*&!R:5]=[C&D2&v4&H0&0*&!R&z2:4],[639],[1]
[O&D0&v2&H2&0*&!R:1].[P&D4&v5&H0&0*&!R:2](=[O&D1&v2&H0&0*&!R:3])-[O&D2&v2&H0&0*&!R:4]-[P&D4&v5&H0&0*&!R:5]=[O&D1&v2&H0&0*&!R:6]>>[O&D1&v2&H0&0*&!R:6]=[P&D4&v5&H0&0*&!R:5]-[O&D1&v2&H1&0*&!R:4].[P&D4&v5&H0&0*&!R:2](=[O&D1&v2&H0&0*&!R:3])-[O&D1&v2&H1&0*&!R:1],"[642, 833]","[1, 1]"
[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[P&D4&v5&H0&0*&!R:4](-[O&D1&v2&H1&0*&!R:5])-[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7].[C&D3&v4&H0&0*&!R&z2:8]-[O&D1&v2&H1&0*&!R:9]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[P&D4&v5&H0&0*&!R:4](-[O&D1&v2&H1&0*&!R:9])-[O&D1&v2&H1&0*&!R:5].[C&D3&v4&H0&0*&!R&z2:8]-[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7],[643],[1]
[C&D4&v4&H0&0*&R&z1:1]1-[O&D2&v2&H0&0*&R:2]-[C&D3&v4&H1&0*&R&z1:3]-1.[O&D0&v2&H2&0*&!R:4]>>[C&D4&v4&H0&0*&R&z1:1](-[O&D1&v2&H1&0*&!R:4])-[C&D3&v4&H1&0*&R&z1:3]-[O&D1&v2&H1&0*&!R:2],[644],[1]
[C&D3&v4&H1&0*&!R&z1:1](-[O&D1&v2&H1&0*&!R:2])-[C&D3&v4&H1&0*&!R&z1:3]-[C&D3&v4&H0&0*&!R&z1:4](=[O&D1&v2&H0&0*&!R:5])~[*:6]~[O&D2&v2&H0&0*&!R:7]~[*:8]~[O&D1&v2&H1&0*&!R:9]>>[C&D2&v4&H1&0*&!R&z1:1]=[O&D1&v2&H0&0*&!R:2].[O&D1&v2&H0&0*&!R:5]=[C&D3&v4&H0&0*&!R&z1:4](-[C&D2&v4&H2&0*&!R&z1:3])~[*:6]~[O&D2&v2&H0&0*&!R:7]~[*:8]~[O&D1&v2&H1&0*&!R:9],[645],[1]
[N&D1&v3&H2&0*&!R:1].[N&D3&v3&H0&0*&!R:2]-[C&D2&v4&H1&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4]>>[N&D2&v3&H1&0*&!R:2].[N&D2&v3&H1&0*&!R:1]-[C&D2&v4&H1&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4],[646],[1]
[*:1](~[O&D1&v2&H1&0*&!R:2])~[O&D1&v2&H1&0*&!R:3].[C&D3&v4&H1&0*&R&z2:4]-[O&D2&v2&H0&0*&!R:5]>>[*:1](~[O&D1&v2&H1&0*&!R:3])~[O&D2&v2&H0&0*&!R:2]-[C&D3&v4&H1&0*&R&z2:4].[O&D1&v2&H1&0*&!R:5],[649],[1]
[C&D3&v4&H1&0*&!R&z1:1](-[O&D1&v2&H1&0*&!R:2])-[C&D2&v4&H2&0*&!R&z0:3]-[C&D3&v4&H0&0*&!R&z1:4](=[O&D1&v2&H0&0*&!R:5])~[*:6]~[O&D1&v2&H1&0*&!R:7]>>[C&D1&v4&H3&0*&!R&z0:3]-[C&D3&v4&H0&0*&!R&z1:4](=[O&D1&v2&H0&0*&!R:5])~[*:6]~[O&D1&v2&H1&0*&!R:7].[C&D2&v4&H1&0*&!R&z1:1]=[O&D1&v2&H0&0*&!R:2],[652],[1]
[C&D4&v4&H0&0*&!R&z1:1](-[O&D1&v2&H1&0*&!R:2])~[*:3]~[O&D1&v2&H1&0*&!R:4].[P&D4&v5&H0&0*&!R:5]-[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7]>>[C&D4&v4&H0&0*&!R&z1:1](~[*:3]~[O&D1&v2&H1&0*&!R:4])-[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7].[P&D4&v5&H0&0*&!R:5]-[O&D1&v2&H1&0*&!R:2],[654],[1]
[*:1](~[O&D1&v2&H1&0*&!R:2])~[O&D1&v2&H1&0*&!R:3].[O&D1&v2&H1&0*&!R:4]-[c&D3&v4&H0&0*&R&z1:5]>>[*:1](~[O&D1&v2&H1&0*&!R:3])~[O&D2&v2&H0&0*&!R:2]-[c&D3&v4&H0&0*&R&z1:5].[O&D0&v2&H2&0*&!R:4],[661],[1]
[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[P&D4&v5&H0&0*&!R:4](=[O&D1&v2&H0&0*&!R:5])(-[O&D1&v2&H1&0*&!R:6])-[O&D2&v2&H0&0*&!R:7]-[P&D4&v5&H0&0*&!R:8]-[O&D1&v2&H1&0*&!R:9].[O&D1&v2&H1&0*&!R:10]-[C&D2&v4&H2&0*&!R&z1:11]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[P&D4&v5&H0&0*&!R:4](=[O&D1&v2&H0&0*&!R:5])(-[O&D1&v2&H1&0*&!R:10])-[O&D1&v2&H1&0*&!R:6].[P&D4&v5&H0&0*&!R:8](-[O&D1&v2&H1&0*&!R:9])-[O&D2&v2&H0&0*&!R:7]-[C&D2&v4&H2&0*&!R&z1:11],[663],[1]
[N&D2&v3&H0&0*&R:1]=[C&D3&v4&H0&0*&R&z1:2]-[C&D3&v4&H1&0*&!R&z1:3]-[C&D3&v4&H1&0*&!R&z1:4]-[O&D1&v2&H1&0*&!R:5]>>[N&D2&v3&H0&0*&R:1]=[C&D3&v4&H0&0*&R&z1:2]-[C&D2&v4&H2&0*&!R&z1:3].[O&D1&v2&H0&0*&!R:5]=[C&D2&v4&H1&0*&!R&z1:4],[664],[1]
[O&D0&v2&H2&0*&!R:1].[O&D2&v2&H0&0*&!R:2]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4]>>[C&D3&v4&H0&0*&!R&z2:3](=[O&D1&v2&H0&0*&!R:4])-[O&D1&v2&H1&0*&!R:1].[O&D1&v2&H1&0*&!R:2],[666],[1]
[C&D3&v4&H1&0*&R&z2:1]-[O&D1&v2&H1&0*&!R:2].[O&D1&v2&H1&0*&!R:3]>>[C&D3&v4&H1&0*&R&z2:1]-[O&D2&v2&H0&0*&!R:3].[O&D0&v2&H2&0*&!R:2],[667],[1]
[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[P&D4&v5&H0&0*&!R:4](-[O&D1&v2&H1&0*&!R:5])-[O&D1&v2&H1&0*&!R:6].[C&D3&v4&H0&0*&!R&z3:7]-[O&D2&v2&H0&0*&!R:8]-[P&D4&v5&H0&0*&!R:9]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[P&D4&v5&H0&0*&!R:4](-[O&D1&v2&H1&0*&!R:6])-[O&D2&v2&H0&0*&!R:8]-[P&D4&v5&H0&0*&!R:9].[C&D3&v4&H0&0*&!R&z3:7]-[O&D1&v2&H1&0*&!R:5],[669],[1]
[N&D2&v3&H1&0*&!R:1]-[C&D3&v4&H0&0*&!R&z3:2](-[N&D1&v3&H2&0*&!R:3])=[O&D1&v2&H0&0*&!R:4].[O&D0&v2&H2&0*&!R:5]>>[N&D0&v3&H3&0*&!R:3].[N&D1&v3&H2&0*&!R:1].[O&D1&v2&H0&0*&!R:5]=[C&D2&v4&H0&0*&!R&z2:2]=[O&D1&v2&H0&0*&!R:4],[671],[1]
[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[C&D2&v4&H1&0*&!R&z0:3]=[C&D2&v4&H1&0*&!R&z0:4]-[C&D2&v4&H2&0*&!R&z0:5]-[C&D3&v4&H0&0*&!R&z2:6]-[O&D1&v2&H1&0*&!R:7]>>[C&D1&v4&H3&0*&!R&z0:5]-[C&D2&v4&H1&0*&!R&z0:4]=[C&D2&v4&H1&0*&!R&z0:3]-[C&D3&v4&H0&0*&!R&z2:1]=[O&D1&v2&H0&0*&!R:2].[O&D1&v2&H0&0*&!R:7]=[C&D2&v4&H0&0*&!R&z2:6],[675],[1]
[O&D1&v2&H0&0*&!R:1]=[C&D2&v4&H1&0*&!R&z1:2]-[C&D3&v4&H1&0*&!R&z1:3]-[O&D1&v2&H1&0*&!R:4]>>[O&D1&v2&H0&0*&!R:4]=[C&D3&v4&H0&0*&!R&z1:3]-[C&D2&v4&H2&0*&!R&z1:2]-[O&D1&v2&H1&0*&!R:1],[680],[1]
[C&D1&v4&H3&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:2]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4].[O&D0&v2&H2&0*&!R:5]>>[C&D1&v4&H3&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:5].[O&D1&v2&H0&0*&!R:4]=[C&D3&v4&H0&0*&!R&z2:3]-[O&D1&v2&H1&0*&!R:2],[681],[1]
[O&D2&v2&H0&0*&!R:1]-[C&D3&v4&H1&0*&R&z1:2]-[C&D3&v4&H1&0*&R&z1:3]>>[C&D3&v4&H0&0*&R&z1:3]=[C&D2&v4&H1&0*&R&z0:2].[O&D1&v2&H1&0*&!R:1],[684],[1]
[C&D2&v4&H2&0*&!R&z1:1]-[N&D2&v3&H1&0*&!R:2].[N&D1&v3&H2&0*&!R:3]>>[N&D1&v3&H2&0*&!R:2].[N&D2&v3&H1&0*&!R:3]-[C&D2&v4&H2&0*&!R&z1:1],[687],[1]
[C&D1&v4&H3&0*&!R&z1:1]-[S&D3&v3&H0&+&!R:2].[O&D1&v2&H1&0*&!R:3]>>[O&D2&v2&H0&0*&!R:3]-[C&D1&v4&H3&0*&!R&z1:1].[S&D2&v2&H0&0*&!R:2],[692],[1]
[S&D1&v2&H1&0*&!R:1].[S&D2&v2&H0&0*&!R:2]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4]>>[S&D1&v2&H1&0*&!R:2].[S&D2&v2&H0&0*&!R:1]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4],[704],[1]
[C&D3&v4&H1&0*&R&z1:1]-[O&D2&v2&H0&0*&!R:2]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4].[O&D0&v2&H2&0*&!R:5]>>[C&D3&v4&H0&0*&!R&z2:3](=[O&D1&v2&H0&0*&!R:4])-[O&D1&v2&H1&0*&!R:2].[C&D3&v4&H1&0*&R&z1:1]-[O&D1&v2&H1&0*&!R:5],[705],[1]
[N&D1&v3&H2&0*&!R:1]-[C&D3&v4&H1&0*&!R&z1:2]-[C&D2&v4&H2&0*&!R&z0:3]>>[C&D2&v4&H1&0*&!R&z0:2]=[C&D2&v4&H1&0*&!R&z0:3].[N&D0&v3&H3&0*&!R:1],"[708, 708]","[2, 3]"
[O&D0&v2&H2&0*&!R:1].[O&D1&v2&H0&0*&!R:2]=[C&D2&v4&H1&0*&!R&z1:3].[c&D3&v4&H0&0*&R&z0:4]1:[c&D2&v4&H1&0*&R&z0:5]:[c&D2&v4&H1&0*&R&z0:6]:[c&D2&v4&H1&0*&R&z1:7]:[n&D3&v4&H0&+&R:8]:[c&D2&v4&H1&0*&R&z1:9]:1>>[C&D3&v4&H0&0*&R&z0:4]1=[C&D2&v4&H1&0*&R&z1:9]-[N&D3&v3&H0&0*&R:8]-[C&D2&v4&H1&0*&R&z1:7]=[C&D2&v4&H1&0*&R&z0:6]-[C&D2&v4&H2&0*&R&z0:5]-1.[O&D1&v2&H0&0*&!R:2]=[C&D3&v4&H0&0*&!R&z2:3]-[O&D1&v2&H1&0*&!R:1],[711],[1]
[C&D1&v4&H2&0*&!R&z1:1]=[O&D1&v2&H0&0*&!R:2].[S&D1&v2&H1&0*&!R:3]>>[S&D2&v2&H0&0*&!R:3]-[C&D2&v4&H2&0*&!R&z2:1]-[O&D1&v2&H1&0*&!R:2],[712],[1]
[N&D1&v3&H2&0*&!R:1]~[*:2]~[C&D2&v4&H2&0*&!R&z1:3]-[O&D1&v2&H1&0*&!R:4].[S&D1&v2&H1&0*&!R:5]>>[O&D0&v2&H2&0*&!R:4].[S&D2&v2&H0&0*&!R:5]-[C&D2&v4&H2&0*&!R&z1:3]~[*:2]~[N&D1&v3&H2&0*&!R:1],[713],[1]
[N&D1&v3&H2&0*&!R:1]-[C&D3&v4&H0&0*&!R&z2:2](=[O&D1&v2&H0&0*&!R:3])~[*:4]:[*:5]:[n&D2&v3&H0&0*&R:6].[O&D0&v2&H2&0*&!R:7]>>[N&D0&v3&H3&0*&!R:1].[O&D1&v2&H0&0*&!R:3]=[C&D3&v4&H0&0*&!R&z2:2](-[O&D1&v2&H1&0*&!R:7])~[*:4]:[*:5]:[n&D2&v3&H0&0*&R:6],[716],[1]
([C&D3&v4&H1&0*&!R&z1:1]-[N&D1&v3&H2&0*&!R:2].[N&D1&v3&H2&0*&!R:3])>>[C&D3&v4&H1&0*&R&z1:1]-[N&D2&v3&H1&0*&R:3].[N&D0&v3&H3&0*&!R:2],[717],[1]
[C&D3&v4&H0&0*&!R&z3:1](-[N&D1&v3&H2&0*&!R:2])=[O&D1&v2&H0&0*&!R:3].[O&D0&v2&H2&0*&!R:4]>>[C&D3&v4&H0&0*&!R&z3:1](=[O&D1&v2&H0&0*&!R:3])-[O&D1&v2&H1&0*&!R:4].[N&D0&v3&H3&0*&!R:2],[726],[1]
[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:2]-[P&D4&v5&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:4].[O&D0&v2&H2&0*&!R:5]>>[C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:5].[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:2])-[O&D1&v2&H1&0*&!R:4],[727],[1]
[C&D1&v4&H3&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:2]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4].[O&D0&v2&H2&0*&!R:5]>>[C&D1&v4&H3&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:5].[C&D3&v4&H0&0*&!R&z2:3](=[O&D1&v2&H0&0*&!R:4])-[O&D1&v2&H1&0*&!R:2],[733],[1]
[O&D2&v2&H0&0*&R:1]-[C&D3&v4&H1&0*&R&z2:2](-[O&D1&v2&H1&0*&!R:3])-[C&D3&v4&H1&0*&R&z1:4](-[O&D1&v2&H1&0*&!R:5])-[C&D3&v4&H1&0*&R&z1:6]>>[O&D2&v2&H0&0*&R:1]-[C&D4&v4&H0&0*&R&z2:2](-[O&D1&v2&H1&0*&!R:3])(-[C&D2&v4&H2&0*&!R&z1:4]-[O&D1&v2&H1&0*&!R:5])-[C&D3&v4&H1&0*&R&z1:6],"[736, 842, 880]","[1, 1, 1]"
([O&D1&v2&H1&0*&!R:1].[O&D2&v2&H0&0*&!R:2]-[P&D4&v5&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:4])>>([O&D1&v2&H1&0*&!R:2].[O&D2&v2&H0&0*&!R:1]-[P&D4&v5&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:4]),[738],[1]
[C&D3&v4&H0&0*&!R&z1:1](=[O&D1&v2&H0&0*&!R:2])-[C&D2&v4&H2&0*&!R&z0:3]-[C&D3&v4&H1&0*&!R&z1:4]-[N&D1&v3&H2&0*&!R:5].[O&D0&v2&H2&0*&!R:6]>>[C&D1&v4&H3&0*&!R&z0:3]-[C&D3&v4&H1&0*&!R&z1:4]-[N&D1&v3&H2&0*&!R:5].[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[O&D1&v2&H1&0*&!R:6],[742],[1]
[*:1](~[N&D1&v3&H2&0*&!R:2])~[C&D3&v4&H0&0*&!R&z2:3](=[O&D1&v2&H0&0*&!R:4])-[O&D2&v2&H0&0*&!R:5].[O&D0&v2&H2&0*&!R:6]>>[*:1](~[N&D1&v3&H2&0*&!R:2])~[C&D3&v4&H0&0*&!R&z2:3](=[O&D1&v2&H0&0*&!R:4])-[O&D1&v2&H1&0*&!R:6].[O&D1&v2&H1&0*&!R:5],[748],[1]
[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[O&D2&v2&H0&0*&!R:3]~[*:4]~[*:5]~[O&D1&v2&H1&0*&!R:6].[O&D0&v2&H2&0*&!R:7]>>[*:5](~[O&D1&v2&H1&0*&!R:6])~[*:4]~[O&D1&v2&H1&0*&!R:3].[C&D3&v4&H0&0*&!R&z2:1](=[O&D1&v2&H0&0*&!R:2])-[O&D1&v2&H1&0*&!R:7],[748],[2]
[*:1](~[O&D1&v2&H0&0*&!R:2])(~[O&D1&v2&H1&0*&!R:3])~[*:4]~[P&D4&v5&H0&0*&!R:5](-[O&D1&v2&H1&0*&!R:6])-[O&D2&v2&H0&0*&!R:7]-[P&D4&v5&H0&0*&!R:8]-[O&D1&v2&H1&0*&!R:9].[C&D2&v4&H2&0*&!R&z1:10]-[O&D1&v2&H1&0*&!R:11]>>[*:1](~[O&D1&v2&H0&0*&!R:2])(~[O&D1&v2&H1&0*&!R:3])~[*:4]~[P&D4&v5&H0&0*&!R:5](-[O&D1&v2&H1&0*&!R:11])-[O&D1&v2&H1&0*&!R:6].[C&D2&v4&H2&0*&!R&z1:10]-[O&D2&v2&H0&0*&!R:7]-[P&D4&v5&H0&0*&!R:8]-[O&D1&v2&H1&0*&!R:9],[757],[1]
([C&D2&v4&H1&0*&!R&z0:1]=[C&D2&v4&H1&0*&!R&z0:2].[O&D2&v2&H0&0*&!R:3]-[O&D1&v2&H1&0*&!R:4])>>[O&D0&v2&H2&0*&!R:4].[O&D2&v2&H0&0*&R:3]-[C&D3&v4&H0&0*&R&z1:1]=[C&D2&v4&H1&0*&!R&z0:2],[758],[1]
[N&D1&v3&H2&0*&!R:1]-[C&D3&v4&H1&0*&!R&z1:2]-[C&D2&v4&H2&0*&!R&z0:3]-[C&D2&v4&H2&0*&!R&z1:4]-[O&D2&v2&H0&0*&!R:5].[S&D1&v2&H1&0*&!R:6]>>[N&D1&v3&H2&0*&!R:1]-[C&D3&v4&H1&0*&!R&z1:2]-[C&D2&v4&H2&0*&!R&z0:3]-[C&D2&v4&H2&0*&!R&z1:4]-[S&D2&v2&H0&0*&!R:6].[O&D1&v2&H1&0*&!R:5],[759],[1]
[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[P&D4&v5&H0&0*&!R:4](-[O&D1&v2&H1&0*&!R:5])-[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7]-[O&D1&v2&H1&0*&!R:8].[C&D2&v4&H2&0*&!R&z1:9]-[O&D1&v2&H1&0*&!R:10]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[P&D4&v5&H0&0*&!R:4](-[O&D1&v2&H1&0*&!R:10])-[O&D1&v2&H1&0*&!R:5].[C&D2&v4&H2&0*&!R&z1:9]-[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:7]-[O&D1&v2&H1&0*&!R:8],[760],[1]
[C&D3&v4&H0&0*&!R&z1:1]-[C&D3&v4&H1&0*&!R&z1:2]-[N&D1&v3&H2&0*&!R:3].[S&D1&v2&H1&0*&!R:4]>>[C&D3&v4&H0&0*&!R&z2:1]-[S&D2&v2&H0&0*&!R:4].[N&D1&v3&H2&0*&!R:3]-[C&D2&v4&H2&0*&!R&z1:2],[762],[1]
[C&D3&v4&H1&0*&R&z2:1]-[O&D2&v2&H0&0*&!R:2]~[*:3](~[O&D1&v2&H1&0*&!R:4])~[*:5]~[*:6]~[O&D1&v2&H1&0*&!R:7].[O&D1&v2&H1&0*&!R:8]>>[*:6](~[O&D1&v2&H1&0*&!R:7])~[*:5]~[*:3](~[O&D1&v2&H1&0*&!R:2])~[O&D1&v2&H1&0*&!R:4].[O&D2&v2&H0&0*&!R:8]-[C&D3&v4&H1&0*&R&z2:1],"[770, 801]","[1, 1]"
[C&D3&v4&H1&0*&R&z1:1]-[O&D2&v2&H0&0*&!R:2]-[C&D3&v4&H1&0*&R&z2:3]~[*:4]~[N&D2&v3&H1&0*&!R:5]-[C&D3&v4&H0&0*&!R&z2:6]=[O&D1&v2&H0&0*&!R:7].[O&D0&v2&H2&0*&!R:8]>>[C&D3&v4&H0&0*&!R&z2:6](=[O&D1&v2&H0&0*&!R:7])-[N&D2&v3&H1&0*&!R:5]~[*:4]~[C&D3&v4&H1&0*&R&z2:3]-[O&D1&v2&H1&0*&!R:2].[C&D3&v4&H1&0*&R&z1:1]-[O&D1&v2&H1&0*&!R:8],"[774, 817, 899]","[2, 1, 2]"
[C&D3&v4&H1&0*&R&z1:1](-[O&D1&v2&H1&0*&!R:2])~[*:3]~[C&D3&v4&H1&0*&R&z1:4]-[O&D1&v2&H1&0*&!R:5].[c&D3&v4&H0&0*&R&z0:6]1:[c&D2&v4&H1&0*&R&z0:7]:[c&D2&v4&H1&0*&R&z0:8]:[c&D2&v4&H1&0*&R&z1:9]:[n&D3&v4&H0&+&R:10]:[c&D2&v4&H1&0*&R&z1:11]:1>>[C&D3&v4&H0&0*&R&z0:6]1=[C&D2&v4&H1&0*&R&z1:11]-[N&D3&v3&H0&0*&R:10]-[C&D2&v4&H1&0*&R&z1:9]=[C&D2&v4&H1&0*&R&z0:8]-[C&D2&v4&H2&0*&R&z0:7]-1.[C&D3&v4&H0&0*&R&z1:1](=[O&D1&v2&H0&0*&!R:2])~[*:3]~[C&D3&v4&H1&0*&R&z1:4]-[O&D1&v2&H1&0*&!R:5],[775],[1]
[C&D2&v4&H2&0*&!R&z1:1]-[O&D1&v2&H1&0*&!R:2].[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:4])-[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:6](-[O&D1&v2&H1&0*&!R:7])-[O&D1&v2&H1&0*&!R:8]>>[C&D2&v4&H2&0*&!R&z1:1]-[O&D2&v2&H0&0*&!R:5]-[P&D4&v5&H0&0*&!R:6](-[O&D1&v2&H1&0*&!R:7])-[O&D1&v2&H1&0*&!R:8].[P&D4&v5&H0&0*&!R:3](-[O&D1&v2&H1&0*&!R:2])-[O&D1&v2&H1&0*&!R:4],[778],[1]
[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[O&D2&v2&H0&0*&!R:4]-[C&D3&v4&H0&0*&!R&z2:5]=[O&D1&v2&H0&0*&!R:6].[N&D1&v3&H2&0*&!R:7]>>[*:1](~[O&D1&v2&H1&0*&!R:2])~[*:3]~[O&D1&v2&H1&0*&!R:4].[N&D2&v3&H1&0*&!R:7]-[C&D3&v4&H0&0*&!R&z2:5]=[O&D1&v2&H0&0*&!R:6],[781],[2]
[N&D1&v3&H2&0*&!R:1].[O&D2&v2&H0&0*&!R:2]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4]>>[N&D2&v3&H1&0*&!R:1]-[C&D3&v4&H0&0*&!R&z2:3]=[O&D1&v2&H0&0*&!R:4].[O&D1&v2&H1&0*&!R:2],[781],[1]
[C&D3&v4&H1&0*&R&z1:1]-[O&D2&v2&H0&0*&R:2]-[P&D4&v5&H0&0*&R:3](=[O&D1&v2&H0&0*&!R:4])(-[O&D1&v2&H1&0*&!R:5])-[O&D2&v2&H0&0*&R:6].[O&D0&v2&H2&0*&!R:7]>>([C&D3&v4&H1&0*&R&z1:1]-[O&D1&v2&H1&0*&!R:7].[O&D2&v2&H0&0*&!R:6]-[P&D4&v5&H0&0*&!R:3](=[O&D1&v2&H0&0*&!R:4])(-[O&D1&v2&H1&0*&!R:2])-[O&D1&v2&H1&0*&!R:5]),[794],[1]
[C&D3&v4&H0&0*&R&z0:1]1=[C&D2&v4&H1&0*&R&z1:2]-[N&D3&v3&H0&0*&R:3]-[C&D2&v4&H1&0*&R&z1:4]=[C&D2&v4&H1&0*&R&z0:5]-[C&D2&v4&H2&0*&R&z0:6]-1.[O&D1&v2&H0&0*&!R:7]=[c&D3&v4&H0&0*&R&z2:8]1:[c&D2&v4&H1&0*&R&z0:9]:[c&D2&v4&H1&0*&R&z1:10]:[n&D2&v3&H1&0*&R:11]:[c&D3&v4&H0&0*&R&z3:12]:[n&D2&v3&H1&0*&R:13]:1>>[O&D1&v2&H0&0*&!R:7]=[C&D3&v4&H0&0*&R&z2:8]1-[C&D2&v4&H2&0*&R&z0:9]-[C&D2&v4&H2&0*&R&z1:10]-[N&D2&v3&H1&0*&R:11]-[C&D3&v4&H0&0*&R&z3:12]-[N&D2&v3&H1&0*&R:13]-1.[c&D3&v4&H0&0*&R&z0:1]1:[c&D2&v4&H1&0*&R&z0:6]:[c&D2&v4&H1&0*&R&z0:5]:[c&D2&v4&H1&0*&R&z1:4]:[n&D3&v4&H0&+&R:3]:[c&D2&v4&H1&0*&R&z1:2]:1,[800],[1]
